A+1,1535,677,527,629,1025,872,631,590,652,29521,523,670,9923,5632,788,772,661,830,831,688,567,572,520,592,671,580,791,662,590,683,933,620,992,663,771,606,670,723,579,992,629,722,779,620,562,899,872,669,679,725,682,792,569,580,832,624,824,881,625,568,678,569,562,668,881,929,689,620,936,832,38513,7721,7834,10732,9824,19802,634,689,789,876,792,606,1790,578,18903,16895,3690,2689,1632,1173,834,802,890,973,783,832
A-1,1452,534,417,611,967,819,388,481,490,3992,480,469,8771,4782,702,692,510,722,636,429,421,479,409,561,599,462,540,401,482,571,784,497,923,482,474,429,482,472,462,730,488,829,518,577,488,608,723,580,512,671,429,629,421,484,568,515,578,690,442,470,428,512,470,591,699,562,474,471,827,736,4389,6972,2677,3261,2249,5520,683,567,672,783,739,582,1672,482,2679,3368,1531,542,1630,993,735,772,751,626,644,739
A+2,931,772,631,952,1137,782,746,894,736,38421,774,730,7234,4672,1239,773,682,892,992,668,569,551,531,459,889,780,632,794,977,893,848,922,628,848,937,881,990,727,661,527,669,884,710,825,624,903,552,673,837,917,1149,1031,735,610,874,1025,839,818,934,737,944,839,931,763,885,804,871,811,1120,1903,32899,6639,7352,9994,9347,18903,882,794,821,931,940,835,903,834,16892,18932,2984,1783,1244,782,873,782,925,639,761,983
A-2,845,690,618,872,995,549,532,639,644,4679,711,684,6909,4129,1118,670,631,690,624,562,460,528,470,433,652,721,552,663,733,737,831,639,479,660,625,622,817,682,609,620,582,620,619,737,590,862,478,522,650,735,938,993,569,585,672,994,732,552,706,517,692,682,620,716,609,558,674,603,1153,1775,3982,6178,2452,2681,2213,6129,739,680,653,893,832,749,857,810,2480,3624,1093,398,1139,598,734,672,744,592,783,755
A+3,1121,355,425,656,928,987,412,602,551,32154,542,632,8143,4561,598,584,537,679,539,509,449,506,540,345,543,583,443,475,514,475,413,489,431,516,416,497,465,444,454,428,473,560,533,262,489,491,473,422,397,390,359,390,392,517,444,377,401,749,295,212,533,576,481,356,370,615,552,568,536,2721,35002,5705,7169,9169,8169,31169,542,418,431,396,470,474,1161,468,15793,16912,3104,1515,1045,891,525,792,605,326,461,429
A-3,1104,331,362,620,943,885,365,526,434,4115,464,549,7535,3777,647,562,553,678,563,462,399,468,493,344,641,587,510,559,540,526,551,500,448,491,458,464,419,465,425,397,363,433,414,237,379,322,397,404,465,516,542,521,529,675,595,409,474,440,334,294,601,598,539,430,363,593,661,585,569,2735,4215,6273,2315,2915,1915,3709,514,440,453,399,436,418,1256,341,2300,3225,1228,345,1073,1221,959,927,733,568,636,505
B+1,7721,5562,6487,7622,7861,7669,6722,7528,6732,14211,6632,6239,5934,6623,6201,6176,6732,7321,6176,5788,6181,5980,6235,5892,6234,6904,6729,14591,6689,8732,33462,6783,6392,7743,15677,19803,8901,9203,7348,7374,7253,7192,8263,7732,6804,7853,7635,6459,5735,6125,5534,16137,6659,5562,6341,5235,6642,6791,6538,6721,5164,5782,5093,6742,5638,5279,5372,5670,6729,6532,6562,5632,5637,7822,5672,15612,6252,5672,6325,6734,6328,6589,6742,8843,24657,22881,23118,15678,8834,7813,5773,6139,5575,5643,5626,5622
B-1,7278,5279,5128,7521,7027,7320,5632,6636,6721,13389,6184,5892,5703,6069,5621,5621,6647,6718,5671,4782,5809,5267,6031,5492,6583,5731,5392,4787,6204,7352,5239,5773,5832,6732,5281,6532,7893,7784,7098,6482,6983,6339,7342,6983,5820,6833,7342,6289,5528,5329,5231,5218,4782,5328,5694,5104,6325,5437,6583,5902,4832,5371,4782,5677,5298,5093,4782,4782,6218,5783,6161,5240,4532,6711,3791,14573,5273,5327,5527,5673,5780,5781,5780,7834,3562,6013,5735,4192,4562,3909,3589,5578,4893,4782,4891,5100
B+2,6573,3774,5672,6742,6272,6729,6438,3828,6329,11256,5839,6348,5830,6253,5820,5676,4837,4884,5472,5628,6728,4515,6572,5467,5628,3758,4626,14879,4762,5652,30193,4566,5646,6382,17832,20784,6374,6633,5237,5638,3563,5264,7273,6374,6274,4643,5635,5364,6467,4277,4627,15693,6573,4772,5671,6328,5637,4672,3746,5648,7472,4887,6772,7267,4792,6256,4389,5382,5466,5463,5693,3557,5676,7457,6726,14562,5673,6736,5627,5892,6783,5628,5327,8792,23688,21789,24515,15682,6772,6718,2728,6781,5430,6277,6641,6727
B-2,5739,3662,5374,5820,5729,5803,4729,3902,5638,10937,5293,5235,5249,5348,5249,4891,4249,4492,4824,4589,6345,4212,5627,4648,4708,3081,3475,4547,4237,4675,4689,4572,4320,5633,5463,6752,5462,5362,4892,5201,3142,4365,5462,5632,5263,3647,5374,4255,4277,4084,3489,4780,5632,4382,4783,6299,5322,4263,3256,4684,7682,3478,6473,5757,3900,5374,3776,3997,3780,4577,5229,3220,4679,6440,5219,13995,5004,5274,4953,5328,5728,4892,4352,7593,3781,5679,6112,4236,3673,4588,2561,5778,4893,4562,5472,4982
B+3,7746,5436,5404,5919,8291,6979,6084,6855,6833,15231,6715,6658,5712,6787,5881,6235,5685,5617,5551,6578,5811,6000,6222,5508,6227,7204,6063,15231,6007,5799,31206,6141,6148,6562,16432,21231,7290,7165,8270,6879,6942,6999,7085,7010,7228,7253,6543,6800,5862,6056,6401,15061,6029,5206,6001,4951,5386,6531,6127,5685,5824,5562,5632,5430,4591,4530,5465,5320,6029,5477,6846,6447,5346,7052,5436,14352,4432,4574,6086,6169,5267,6318,7628,9694,25910,24340,25418,16421,8080,7793,5833,5722,5835,5149,5526,5132
B-3,7493,5208,4931,6770,9175,7040,5550,6074,6956,15603,6280,6454,6508,6121,7325,6508,6171,6508,5290,4817,5076,5163,6333,6278,6813,5888,5540,5019,5144,5239,5078,5091,5018,5761,5460,6781,7222,8233,7146,5878,7371,7039,8425,7030,7063,6525,7529,6956,5212,5106,4704,4852,4598,5122,4690,5122,6491,4527,6863,5870,4959,5796,5263,3991,4242,5148,4285,5137,5017,5148,5148,5148,3729,4321,3212,13689,4729,4649,4476,4981,5063,4451,5751,8385,3632,5823,5865,4049,4304,4419,4110,5129,4983,4396,4201,4937
C+1,4326,3328,7829,4372,3782,3573,4782,4627,5372,7819,5382,6328,4536,3627,4683,3628,4536,3562,5362,4526,4623,7352,5367,7482,5472,4627,6228,5462,5728,5372,5218,5427,7839,6291,4832,5362,4628,5129,5538,4526,5219,4351,5366,4472,4283,5283,7276,5792,6578,8944,3628,5477,4628,4239,5139,6873,6318,6902,6271,6728,3467,5283,8238,4627,3482,3891,5317,4273,3472,4536,4138,7271,4628,5162,5513,5166,4152,3748,4178,3293,4237,4251,5361,5366,26178,40837,41536,5366,5271,4251,4527,5612,3183,3677,5617,3628
C-1,3748,3091,4563,3984,3562,3324,4536,4362,4527,7362,4684,5537,3546,3183,3628,3347,4215,3237,4389,4322,4217,6923,4920,6749,5217,4326,5703,5273,5234,4728,5273,5183,5462,5472,4462,4628,4436,4153,5462,3893,5008,4183,5238,3910,4128,5091,5682,5372,5982,8649,3173,4891,4524,3869,4862,5894,5639,6733,5892,5629,3281,5127,7920,4325,3526,3563,5128,3728,3261,3729,3819,5136,3901,4891,5348,4524,4009,3363,3719,3129,3819,3773,4886,4152,6389,7843,6523,3627,5632,3910,4145,4357,2918,3294,5238,3281
C+2,4568,3561,7632,5452,4563,4257,4325,4883,5632,7438,6329,4562,3731,3463,4692,4102,4469,4104,6219,5220,4573,6932,5231,6732,4557,4561,6532,4536,5214,4902,5231,4329,7841,6522,4772,7932,5326,5631,5693,4431,4563,5218,4618,6179,4628,5168,4960,7881,6732,8736,4527,5623,4426,4512,4781,4618,6351,7235,5241,5611,7816,5181,7188,4671,4929,6175,4971,4872,3472,4616,4186,3789,6551,5716,5280,4927,4819,3071,4181,5172,3671,5617,5165,6381,25178,39901,41781,3787,4771,4917,3019,3981,3911,4197,4191,3972
C-2,4325,3342,6752,4579,3453,3542,4082,4431,5053,6774,5786,4219,2459,2992,3358,3874,3894,3422,5621,4862,4120,6219,4982,6230,3879,4233,6230,4527,4568,4677,4899,4001,6672,5783,4290,6631,4522,4538,4689,4215,4231,4719,4227,5617,4189,5982,4988,6868,6451,7362,3571,5214,4109,4092,4553,4064,5219,6326,4910,5182,6771,4917,6179,4729,6286,6511,4291,4319,3613,4591,3811,3686,5617,5177,4010,4802,4918,3187,4019,4271,3416,4155,5291,5617,5819,7618,5719,3719,4197,4541,2081,3397,3198,3917,3866,3917
C+3,3898,2883,8146,3575,3798,3267,4758,4494,5443,7119,5669,4734,3732,3303,5176,3939,4176,4256,5883,4863,4506,7224,5433,6489,4182,4124,6793,3892,5035,4913,4963,4322,8145,5890,4876,8849,4847,5522,5432,4360,4521,4059,4325,4865,3793,5822,6967,5678,6307,9235,3215,5250,4359,3885,4483,4458,6178,7181,3341,4343,5575,5484,9792,4435,3229,3205,4497,3284,3107,3510,3815,2490,4360,5016,5022,4520,3752,3822,3462,3434,2949,4796,3367,6147,27401,42213,39609,3531,4692,3469,3859,4339,3115,3392,2255,3368
C-3,4281,3268,6181,4050,4181,3063,4709,4838,4807,7445,5686,5374,2213,3339,3249,3971,3052,2918,5756,4985,4553,6818,5951,7059,4236,4116,6856,4167,5334,4537,4543,4042,6828,5644,4214,6109,3813,3940,4567,4440,4575,4857,4356,6991,6067,6481,5444,6532,6334,9385,2476,5101,4320,4089,4924,4329,4500,6448,6096,8071,6576,5501,8546,4746,3721,3646,4480,3354,3298,5246,3902,6030,4388,5603,5116,3743,3586,3789,3767,3785,4041,4052,5059,3922,6306,8007,5676,3679,4904,3880,3957,4344,3511,3607,5247,3560
D+1,6787,5728,5985,6372,6771,6387,6722,5782,6717,5891,6356,5625,5617,5451,5689,5165,5271,5361,6711,5717,5177,5718,5561,4127,9018,6718,6391,37187,6718,7728,6168,5261,5681,6716,6289,5561,5627,5218,5236,6725,5562,5617,6287,7168,5681,4918,4677,4511,7832,5661,4516,5667,5901,6319,5291,6219,6367,7351,5910,5620,5817,5171,6898,7152,5618,4616,5716,5751,6718,6816,6781,6679,6189,6001,5187,6186,7361,5617,6718,7561,6356,6615,7167,6629,7817,6711,27819,6761,7278,6711,6238,7819,7125,6271,7187,7622
D-1,5372,5878,5282,6281,6618,6182,6355,5901,6378,5822,5819,5271,4515,4154,5617,3989,5128,5129,3219,2781,4673,4767,4298,3091,5612,5981,6971,6178,6289,7156,5191,5030,5525,5718,5898,5031,5291,4891,5122,5617,5127,4516,5992,6717,5563,4426,4389,4219,7233,5167,4167,5289,5522,5671,4498,5711,5778,6238,5771,5228,5187,5186,6717,6719,5281,4155,5262,4893,6545,7757,5168,5991,5618,5289,4781,5991,7041,5561,6326,6634,6251,5891,6356,5634,3145,6516,5561,6451,7112,6256,5718,6899,6718,5561,6819,7289
D+2,6382,4521,6235,7732,6721,6329,5832,5320,5129,6238,6336,5662,5627,4632,4367,5786,4589,5439,5743,5201,5619,4982,5102,5009,11098,6342,6249,36467,6680,7148,5918,5594,5780,6266,5657,5305,5224,5571,6180,5620,6297,4390,6238,4989,5982,4902,4482,5939,6479,5637,4793,5294,4939,6892,4498,5903,4838,5235,5892,5829,5893,5202,5928,5734,5472,5491,4981,6291,6202,6839,6322,5482,5732,6382,5632,5299,6872,6210,6273,5292,6221,5988,5629,5891,6634,6230,26719,6346,7249,6289,6329,7235,7590,6719,7238,6329
D-2,5780,4242,5982,6933,5882,6104,5277,4909,4468,5774,6002,5494,5069,4439,4209,5493,4340,5293,2883,2723,5220,4279,4772,4782,6481,5994,6004,6092,6333,6980,5796,5444,5984,5599,5582,5419,5046,4996,5884,5386,5488,4117,5822,4893,5928,4727,4244,5345,6343,5482,4130,4898,4892,6045,4209,4983,4398,5090,5299,5281,5290,5109,5223,5103,5229,5210,4773,6102,5923,6349,6024,5203,5439,5993,5119,5041,6219,5881,5910,5023,5922,5446,5290,5424,2815,5979,5458,6033,7131,6013,5901,7216,7336,6267,6545,6289
D+3,5467,6786,5401,6643,6574,6174,5937,5622,6085,5875,5709,5667,5544,4933,4796,4962,5401,5231,5326,4652,4916,5515,5192,4752,10995,6591,6048,36467,6680,7148,5918,5594,5780,6266,5657,5305,4389,5172,5934,4897,5209,4652,6789,4835,5253,4840,4863,4625,6504,4678,4321,5428,5085,5455,5078,5045,6743,6890,5726,4916,5279,5339,6698,5518,5993,5062,5273,7686,6300,8191,7092,5651,5696,6069,5321,6856,7823,6587,6923,7269,6701,6491,5782,6542,6320,6562,26671,6622,7362,6543,6636,7075,7279,6688,6119,7023
D-3,5458,6526,5458,6699,6926,6454,6536,6519,5672,6234,6451,6394,5234,4066,5349,5941,5458,5621,2714,2603,4409,4835,4559,4129,6399,5806,6274,6092,6333,6980,5796,5444,5984,5599,5582,5419,5430,4751,5714,5471,5020,4972,6432,8261,5419,5272,5461,5966,7416,4432,4167,6039,5770,6080,5267,5175,6329,6459,5821,6152,5584,5948,7077,6073,5979,5857,5592,8510,6391,8239,7331,6611,5698,5620,4678,6479,7215,5968,6592,6496,6775,5757,6193,5213,2760,7282,5458,7062,7998,6651,7685,7634,7295,8687,6793,7976
E+1,4673,5963,5783,5344,4209,6201,3234,5922,5673,7828,7382,7181,6109,7398,7282,6129,6348,6239,5905,6732,5282,5209,4675,5645,6893,7822,7662,42718,16562,7392,28100,6297,17382,7224,7367,6272,6828,5771,5712,6572,6833,6459,6623,5177,5517,5398,6282,5729,7299,6812,5615,6724,7516,6282,6177,7982,9191,6818,7616,7917,10819,6816,7182,5397,6374,6838,6562,7812,6933,7273,6937,6278,6100,6917,5973,6798,6849,6784,6739,5748,6179,6739,6378,6819,8937,6293,11982,7372,7937,6833,4983,5829,6292,7973,7376,10839
E-1,3489,5833,4587,4672,3478,5827,2389,5728,5392,6492,7128,3578,5783,6891,6634,5628,6019,6001,5018,4568,4605,4828,4023,5239,5782,7661,6727,7018,5473,5728,6124,6201,6379,7018,6278,6011,6292,5383,4905,6018,6581,5819,6182,4910,5389,5023,5918,5372,6782,6743,5342,5910,5818,6134,5829,6297,6436,6527,6168,5734,8910,6132,6927,5192,6012,6346,6653,7537,6246,7192,5018,5563,5927,6375,5738,5748,5387,4922,3972,5289,5289,6376,6208,6245,6283,5972,9902,6912,6833,5872,4892,5190,5729,7275,6812,9638
E+2,5738,5349,5892,4639,4682,4637,4390,7293,6578,7435,7390,7352,5268,7283,7617,6229,6390,6720,5928,5892,5157,5239,3782,5671,6378,6882,6728,40189,13781,6182,31920,6526,15628,6749,7380,6782,6330,6634,5638,6382,6299,6586,6743,6423,6382,4628,6392,5273,7392,6720,6490,6389,7239,6672,7347,7462,8936,7268,7257,7349,10839,6392,7293,7636,6379,6832,6322,7549,6492,7203,6728,6626,5738,5536,6452,7268,5370,5268,6362,5467,6291,5622,6328,6362,7268,6284,9910,7272,8282,5787,4527,4625,6352,5267,6272,9972
E-2,4892,5027,4165,4382,4209,4279,3463,6728,6348,6863,7182,3672,5018,6536,7018,5628,6083,6423,5639,4568,4984,5090,3338,5536,5627,6279,6416,6718,5289,4637,6472,6238,5343,6389,6457,6283,6033,5478,4527,5729,5820,5736,6279,6082,5739,4362,6237,5237,7239,6622,5348,5638,6211,6090,6339,6238,6739,6298,6973,5930,9127,5722,5277,6283,6292,6268,6192,7293,6201,6278,4267,6382,5273,5277,5730,6289,4382,4563,4627,5293,5527,4572,6129,5611,6182,5719,8291,6279,6478,5288,4362,4256,5267,5128,6028,9245
E+3,3670,6876,6970,4237,3164,2249,3111,7045,7031,8203,7266,6042,5977,7317,7216,6581,6424,6524,6192,6229,5257,5082,3865,5910,6553,7190,6232,43133,15952,7285,29653,5975,17285,7989,7508,6990,6283,5597,5878,6474,6723,6239,6144,5323,5729,5571,6168,5618,7250,6364,7307,7248,7139,6512,7807,8224,9222,7653,7624,7586,11716,6762,8093,5841,6357,7059,6039,7281,6982,7489,6974,6601,5896,6319,5807,6345,6362,5623,6552,5466,6048,6873,6495,6300,7081,5829,10312,7556,8110,3088,2908,4901,6479,7844,7792,10471
E-3,3772,5243,4165,4420,2249,2190,2895,6984,6532,6921,7258,3504,5890,6724,8136,5759,6278,7022,6523,4815,5263,5212,3189,6202,8543,7000,5892,7134,5382,5949,6359,6699,6593,7135,6790,6344,7077,6112,4814,5977,7674,5936,7095,6131,8066,6672,8784,7821,6945,6028,5928,5712,5547,6429,6225,6486,6931,7187,6151,5622,9013,6458,7434,6824,6014,6899,6330,8198,7713,9199,4280,5801,6123,7317,5427,4888,4212,3991,3454,6495,5083,6621,6901,7554,6686,6110,9814,7196,8220,8073,2308,4541,5919,8812,7326,9342
F+1,3483,6744,3394,5988,4293,6962,6129,5886,5856,4527,5758,6238,4626,5822,4456,6121,5257,6073,5469,5097,5114,5771,5323,6133,2804,3024,4993,22120,9339,6950,10364,5369,9102,5656,5768,6005,3904,4895,9867,4918,4915,7052,4820,6496,4956,32145,6559,6721,9201,3776,3820,6387,9162,6750,6180,5605,4974,9763,3327,5107,4011,4569,4532,4020,4506,3582,4146,4564,4081,6473,6015,5787,5538,6275,6105,5034,4925,4934,4682,4261,4496,4644,6038,5629,28473,5911,23742,6184,6298,6040,5881,6338,6180,6050,5635,4969
F-1,3293,5644,3190,4798,3425,4745,4426,4795,4740,4071,4297,4978,3192,4657,4094,5263,4427,4821,4194,4752,3078,4472,5058,5016,2711,2439,3021,7303,2516,6394,3773,4201,2128,5073,4722,5148,3364,3579,7090,3757,3639,4489,3940,5060,2926,4480,5030,5506,7824,3289,3478,4105,7205,3943,3463,5364,3373,3275,2579,3608,3284,3983,3615,3700,3164,3439,3836,3931,3488,5246,5121,4211,4366,4021,4028,4829,3829,3547,3922,3623,3211,4768,5722,5145,7293,4116,7218,4065,4403,4103,4294,5637,5476,4572,2858,4400
F+2,3292,5132,4782,3700,3343,5135,4298,4268,4093,3813,3988,2821,5272,5637,4028,5653,4239,3938,3443,3812,3461,3277,3181,3223,3650,3717,3486,23673,9782,3846,9462,3887,9472,3471,3896,3325,3861,3234,3385,3736,3580,3637,3582,3029,3488,30182,3852,3768,9901,3503,3562,3473,3425,3901,3645,3596,3523,9527,3258,3070,3596,3403,3290,3268,2809,3534,3377,3582,3108,6372,5637,5892,3243,5643,7060,5382,3191,3351,2969,3390,3151,3197,7235,3511,27626,7289,23278,2036,5374,5235,4853,5568,5133,6727,6228,7281
F-2,3039,4102,3526,2899,3290,4171,3408,3421,2982,3482,2897,2993,4872,4458,3647,5428,4379,4449,3247,4407,3744,4189,3521,3458,3400,3428,3714,3643,3536,3863,3620,3532,3202,3051,3516,3281,3448,3178,3026,4213,4316,4242,4382,3496,3986,3789,3157,3319,3396,3440,3554,3051,3680,3359,3424,2799,2824,2903,2932,2754,3637,3257,3610,2995,2744,3953,3598,3762,3642,5521,4829,5108,2999,4789,6510,5102,3131,3423,2902,3262,2983,2510,6075,3434,7182,6723,7643,2298,5343,4720,5004,5263,5187,5292,5627,4526
F+3,4886,3615,7148,4282,6869,4579,3536,4390,4223,6754,4469,4407,5431,5903,3984,3574,3360,3969,3495,3581,3467,3440,4035,3804,5053,4966,4060,22535,9662,3668,9327,3818,8298,5016,3691,3900,4031,3769,4168,3727,3899,3780,3984,3020,3201,29749,2878,3014,9656,3788,3527,8802,4786,4190,3868,4087,4742,10647,4317,3403,3410,3243,3266,2685,2852,4005,3891,3923,3947,4319,6420,6520,5695,5489,4591,6219,3039,3492,3241,3450,3418,3153,7298,3660,21067,7445,21346,7556,8110,3088,2908,4901,6479,7844,7792,10471
F-3,5229,3160,3569,4212,4817,4586,3240,4265,4311,5432,4202,3928,4987,4289,3496,3710,3153,4255,3651,3585,3524,3331,4564,4042,4258,3975,3915,3420,3444,3195,3346,3757,2930,3704,3001,3274,3239,4243,4275,4419,4377,4265,4407,3180,4600,3756,2907,2760,3233,3355,3135,3440,3138,3913,3420,3217,3531,3422,3734,3137,3600,3389,3431,2674,3288,4335,4151,4297,4208,4129,5329,5289,6383,4901,4459,6222,3237,3096,3287,3421,3409,3259,9275,3430,6686,6110,7317,7196,8220,2908,2769,3218,5870,6218,7632,8901
G+1,5637,7627,5382,6738,5627,7349,4378,7473,7001,5839,6238,6992,44622,17672,6271,6438,5332,4298,5282,4352,5922,4326,6352,4362,5734,5630,6329,5805,37829,5669,28930,4830,22018,12930,4202,4738,12938,6329,6225,7082,6281,5743,4932,4894,5823,5948,4348,5378,4672,4632,4783,13790,14892,5293,4728,7367,5368,4728,5261,4273,5272,5762,5102,4283,4783,5483,5326,4892,5738,5632,6452,5373,5625,5732,5532,5478,6467,5387,6839,6376,5293,5327,6753,5632,4672,12939,13892,13893,5373,6379,5637,7398,11902,5323,6287,5632
G-1,5234,6354,5128,6125,5273,6345,4277,6626,5281,5623,5719,6494,22783,16289,5930,6277,5113,4155,5010,4126,5821,4162,5227,4129,5491,5204,5936,4721,5102,4901,4395,4429,3013,4192,4101,4622,5458,6191,5239,5283,5201,5362,4729,4289,5643,5352,4180,5182,4352,4272,4289,4782,4898,5012,4356,4523,5232,4572,5119,4028,5120,5374,4738,4120,4338,5297,5029,4279,5279,5323,6283,5180,5162,5102,5293,4478,5633,5190,6379,5482,4883,4920,6339,5378,4278,5671,6278,9982,5281,6183,5291,6442,5892,4909,6178,5211
G+2,5563,7362,5289,6322,5437,7522,4451,7526,6727,5812,6482,7265,43718,18276,6873,6378,5178,4472,5384,4436,5632,4536,6128,4685,5299,5276,6452,5538,36181,5768,29187,4782,32793,13892,4783,5829,13220,6738,6282,6882,5534,5624,5529,5473,4728,6399,4685,5742,5189,4829,4838,14892,13493,5738,5291,7290,5263,4782,6743,5829,5642,5792,5377,5673,5129,6283,5837,4728,5637,6238,6287,5486,5983,5829,5682,5782,5928,6012,6377,6462,5192,5287,6397,5783,5224,13289,14782,13948,5894,6748,5824,7467,12933,5782,6839,5643
G-2,5028,6281,4928,5982,5121,6415,4162,6171,5412,5425,5837,6629,21827,16562,6192,5927,4687,4029,4928,3903,5292,4229,5343,4267,4829,5125,5732,4627,4989,4627,4478,4526,3992,4263,4278,4928,5768,6356,5398,5376,5028,5092,4826,4829,4452,6102,4289,5443,5019,4024,4452,4993,4682,5290,4899,4982,4627,4102,5782,5190,5104,5585,5120,4827,4996,5389,5374,4136,5172,5736,5923,5029,5882,5438,5129,4992,5477,5561,5980,5637,4763,4723,6102,5434,4526,5698,6344,10291,5462,6189,5290,6489,6018,5109,6279,4893
G+3,6271,8545,6037,7188,5028,8078,4978,7661,7331,5031,6193,6505,43237,13695,5840,5213,4873,5003,4445,4381,4266,4201,4698,4325,5851,5724,6416,6507,38411,5776,29602,4586,34791,11058,3940,4806,13266,6130,6554,7196,6392,5425,4599,3771,5203,5686,4280,4109,4158,4414,4298,15761,13449,4512,4571,7981,5271,4848,5092,4189,5058,5000,4501,4055,4160,5555,5989,4751,5300,5594,6421,5889,4731,5522,5327,5478,4948,4135,5519,4442,5078,4644,6926,4233,4367,11812,14862,13213,4999,6121,5996,7141,10036,4824,5168,4698
G-3,7081,6240,6409,5967,5481,6529,4235,6015,5117,6619,4843,6367,21507,16423,7542,8285,5378,4555,5982,5443,5450,4302,5641,4461,5595,5308,5564,4826,5202,4887,4463,4602,3862,4034,4141,5146,5575,7172,5404,5011,5182,5905,5780,4199,5784,5306,4895,5526,4782,4826,4854,5008,4679,5080,4783,4621,5033,4408,5379,4448,5604,5225,5472,5060,5105,6603,5730,6075,5914,5327,6118,5542,5346,4998,5390,4367,5708,5560,6152,5345,6469,5677,6858,5301,4178,5598,6492,10376,6335,6969,5971,6397,5685,5715,6040,5487
H+1,6626,6855,6019,2716,7435,7149,3437,2530,2734,8381,2566,8163,92785,13940,11698,4254,7564,2945,1813,2832,2821,2649,2965,2982,2847,2827,2920,2979,4332,2686,4418,2953,4291,3137,2883,2995,2590,2742,2907,2908,2873,2962,2871,1587,3063,3220,3572,3496,6369,3039,2902,3881,4793,3961,3420,3176,3548,62332,2974,2277,3127,2665,2876,2134,2234,3138,2654,2741,3165,9547,7462,7892,3819,6845,6729,7765,3242,3129,3260,2675,3814,3164,6667,4276,1895,2145,9260,17089,8655,7263,5954,6102,5395,3959,3813,3179
H-1,6611,6075,6605,2699,6633,6668,2558,2799,2429,7771,2333,4265,31199,11698,9338,3241,2365,2285,1954,2243,2132,2336,2535,2494,2636,2361,2365,2596,2322,2268,2251,2351,2514,2487,2703,2291,2544,2676,2579,2905,2571,2822,2543,1989,2962,3006,2925,2923,3377,2816,2523,2620,3012,3739,2866,2662,2828,9911,2255,2135,2967,2443,2551,1736,1891,2832,2508,2664,2845,8027,5778,6944,3250,5737,6234,6952,3036,2879,2511,2511,3024,2868,5399,3956,2350,2557,7102,3320,7033,6219,4864,5392,5018,3166,3610,3021
H+2,6867,6673,5603,4536,6902,7238,3727,3526,3290,11290,3473,7291,83920,10479,12348,4527,4352,3628,3219,3627,3522,3290,4139,3209,3728,3420,3198,3011,5232,3281,4281,3291,4113,3290,3009,3110,3382,3029,4536,3294,2988,3477,2878,2782,3495,4537,3627,3278,5242,3302,3273,6800,3899,2772,3509,3894,2474,58660,3927,3054,2388,3330,3366,2636,3961,3163,4233,4351,3335,8320,9917,7984,3359,6403,4935,8834,2892,3187,4134,5136,4135,3021,3698,4957,4009,3455,6235,15682,3187,2948,4301,5175,3420,4832,3518,3153
H-2,6582,6273,5328,3527,6572,6929,3291,2901,2987,10930,2910,3019,28109,9903,11293,3922,3527,3452,2931,3379,3291,3102,3782,2991,3478,3329,2873,2826,2718,2928,2319,2829,2678,2592,2744,2677,3019,2884,3977,3123,2671,2738,2324,2145,2956,4292,3129,3190,3315,2974,2864,5473,2687,2819,2746,2723,1738,8322,3008,2755,1967,2616,2454,2121,3974,2565,3612,3584,2501,7771,8788,7942,2661,5821,3791,7620,1980,2899,3144,3310,3411,2545,3176,3931,3225,2289,5367,2710,2697,2337,3213,4239,3023,3671,2109,2839
H+3,6701,6759,4157,4728,4728,4728,4438,4364,3456,9516,3474,6246,60282,8172,8897,5370,5849,4082,4265,3897,3126,3972,4295,4055,3313,3558,4242,3401,4063,3894,4084,1182,4608,2956,4067,4088,3700,4086,4268,4419,4161,3556,4523,5938,4360,4207,3901,3861,5777,2711,2713,6180,3380,4060,3315,4684,5838,21193,2432,2378,4107,3935,4078,3636,3188,4151,4266,5024,4219,8033,6570,6595,4166,6805,6381,7261,3199,3700,3685,3760,4775,3462,4629,2754,3757,3950,2972,19716,3920,4240,3306,3556,3641,2067,5538,2722
H-3,6183,6199,3708,3444,4297,4614,3972,3879,2766,9229,3493,2344,37305,7564,8204,3445,4644,3602,3367,3303,3075,3447,3576,3465,2591,2570,3630,3071,2292,3343,3699,1375,2260,2177,3634,3266,3413,3447,3490,3540,3599,3385,4293,4552,3581,3718,2968,3137,3846,2871,2753,5559,3263,3431,3131,4176,4421,4101,2365,2285,3844,3800,3435,2882,2483,3937,4008,4148,3887,7271,6111,5860,3706,5060,5580,6595,2564,2931,3079,3390,3698,2727,3838,2334,3401,3624,2670,4026,3320,3243,3177,3329,2801,1710,4785,2115
