A+1,1419,1077,1199,733,1361,1070,527,698,637,37002,591,675,15097,6990,10707,683,650,653,564,558,485,513,561,551,14440,899,3143,803,800,1687,848,844,463,637,664,889,559,617,1854,597,701,622,577,2298,715,2427,1272,638,597,840,13487,973,754,541,530,745,802,943,516,565,572,25361,962,682,26063,489,276,452,663,300,393,510,44413,29458,2966,723,924,850,379,907,673,536,510,441,581,750,735,984,32567,845,753,1065,1218,31869,937,849
A-1,1701,1156,1391,811,1352,1077,570,697,640,5215,618,712,10736,5428,3249,603,647,552,561,516,421,531,528,436,11787,740,2427,651,601,1372,636,674,373,582,535,594,507,714,2014,647,626,600,523,2040,777,2842,1350,789,780,864,13927,1110,824,622,558,881,861,1067,601,793,702,30161,893,653,27386,479,348,454,536,300,404,449,3432,1204,1334,748,861,892,682,511,589,630,525,384,460,676,634,698,1311,730,640,853,1054,1383,739,648
A+2,1562,1782,1673,956,1537,1159,628,927,892,36421,789,752,7893,5787,12442,892,734,866,914,834,892,679,825,742,13562,1378,2601,1231,927,830,1201,702,952,831,879,729,933,746,1569,899,627,901,682,1746,837,3173,852,1426,752,831,15370,673,892,680,942,949,775,1027,739,731,642,26790,1372,1128,21368,1238,739,669,942,841,628,772,37521,32460,3782,882,667,893,975,947,462,932,841,752,783,739,1083,746,27230,749,957,1234,1462,21758,882,772
A-2,1349,1639,1348,872,1450,935,559,661,731,5117,637,732,5327,5327,3469,736,628,735,759,746,762,613,672,620,10638,925,2337,906,641,747,1105,651,844,720,585,583,739,639,1350,726,633,682,531,1560,735,2942,773,1169,682,782,15328,572,561,563,537,742,694,941,617,690,570,25570,1231,905,20995,1219,563,621,573,774,485,560,2670,1357,1542,725,527,731,731,638,399,748,793,633,609,655,894,693,1199,572,844,1198,1339,948,736,659
A+3,1526,1124,1343,934,1428,1032,667,891,772,36589,723,812,12331,6748,11673,835,763,709,693,730,674,732,881,793,12683,936,2901,989,815,1173,994,991,753,727,841,803,864,779,1673,783,826,709,736,1872,931,2677,994,1125,725,937,13487,973,754,541,530,745,802,943,516,565,764,26818,1125,972,25822,973,563,582,728,673,762,630,35782,30843,3452,934,736,902,672,874,561,536,773,623,734,823,735,984,32567,845,883,1238,1299,31869,872,925
A-3,1443,1189,1228,853,1384,992,595,703,734,5198,667,774,8459,5592,3325,714,631,617,588,644,562,668,724,639,10937,861,2677,728,663,1098,828,733,629,703,752,637,762,693,1557,684,739,652,651,1561,743,2703,1027,934,671,881,13927,1110,824,622,558,881,861,1067,601,793,689,25991,1082,853,24917,859,515,478,740,620,573,599,2614,1326,1866,885,772,848,624,669,512,630,658,579,625,714,634,698,1311,730,619,1190,1248,1383,682,713
B+1,7746,5436,5404,5919,8291,6979,6084,6855,6833,35627,6715,6658,13417,6041,5881,6235,5685,5617,5551,6578,5811,6000,6222,5508,13572,7204,6063,5807,6007,5799,6168,6141,6148,6562,6656,6367,7290,7165,8270,6879,6942,6999,7085,7010,7228,7253,6543,6800,5473,6535,13487,3797,2257,7030,2556,5500,4851,3415,5654,3260,3888,26721,4655,3356,3329,3328,3058,3319,3104,3123,3014,3021,5044,5246,4875,5001,4685,3013,5353,4322,4441,4039,4607,4650,5749,6412,4719,4083,4776,4726,4718,4617,4689,3922,4509,4719
B-1,7493,5208,4931,5770,8175,7040,5550,6074,6056,5042,6280,6454,10304,5763,7325,6508,6171,5620,5290,4817,5076,5163,6333,5278,11243,5888,5540,5019,5144,5239,5078,5091,5018,5761,5460,6781,7222,6233,7146,5878,7371,7039,7425,7030,7063,6525,7529,6956,4740,7593,13927,7685,2734,6510,1847,4726,3842,2328,5666,3048,3654,24561,4254,3242,2841,3187,2808,2720,2864,3048,2160,2937,5206,5088,4426,4674,3893,2770,5234,4037,230,3689,4425,4123,7072,6135,4245,3806,4679,4361,4724,4387,4538,3690,4328,4033
B+2,2232,2943,2689,1782,3872,2842,6659,6732,6782,37654,7811,6824,15097,5780,6724,6282,7236,7821,5562,6329,7236,5329,6328,6603,14440,5782,7473,5629,6782,7628,4729,5638,5782,6382,7362,6272,7429,5893,6281,5770,6739,6482,6472,5632,6727,6732,5632,6271,6627,6478,13487,8632,6588,7737,2356,5327,3521,4335,1783,3138,4531,26721,4672,3537,3546,3782,6438,4658,5236,5362,4657,5321,3721,3201,3623,4627,6271,3827,6733,4523,6372,4527,5617,6526,3617,3627,4624,3884,2887,4627,3728,4672,4728,2884,3849,4728
B-2,1476,2783,2783,1788,2855,2437,6322,5673,5389,5432,6721,6523,10736,5328,6022,6201,6892,6982,5190,5892,6834,5102,5622,5692,11787,5328,5378,5044,5722,5729,3671,4629,5453,5735,5683,6548,6732,5384,5903,5347,5672,7821,5525,5219,5325,5362,5217,6572,5672,6219,13927,6727,5646,6372,2189,5267,2985,1563,1283,3721,3728,24561,4236,2788,3562,3501,5672,3679,4235,4672,3263,3273,3490,3109,1789,4521,5628,3156,5674,4109,3823,3791,4259,3713,3371,3349,3308,3476,2457,4582,2894,4273,3474,2849,3628,4828
B+3,3452,4728,4672,5637,3748,2842,4847,5638,5673,36728,7281,5266,13772,5728,5682,5309,6694,6472,6729,7253,5626,5266,5993,5679,13648,5778,6733,6272,5694,5628,7288,5628,7382,6377,6462,6329,6233,6482,6770,4628,5629,5648,7362,5271,6845,5638,6288,5653,5727,7728,13682,3847,4688,6727,3868,3438,4257,5277,2367,4236,3488,23648,3688,4672,4013,5588,5300,5273,6828,4628,3727,5257,4153,3913,3679,5627,7969,3780,5278,4462,5326,4729,4527,5364,3829,3701,5289,4738,4356,4616,3788,4468,4718,4142,4527,5172
B-3,2784,3847,3348,2944,2892,2437,3678,4730,5437,5332,6328,5294,11334,5223,4556,5213,5623,4456,5747,6325,4352,4550,4288,5128,12899,4590,5628,5633,4893,4366,6743,4267,6394,5564,5728,5726,5624,4689,6006,4782,4892,4537,6326,4368,5663,4809,5524,4628,3774,5289,12374,3526,3672,5382,3002,3389,3425,1678,2573,3919,2930,21989,3528,3445,3728,4672,4920,3902,3779,3622,3270,5371,3772,3728,1588,5112,5273,3347,4622,4005,4352,4367,4268,4632,3728,3439,4563,4163,3781,3997,3194,4261,4412,3739,4166,4439
C+1,2319,2077,2199,1833,4561,3214,2564,1678,1637,2689,3291,2675,3291,3291,2167,2459,2178,2346,2246,2457,2890,4421,2567,2157,6143,2899,3243,1803,1800,2785,2543,2569,7543,1679,1778,1889,3559,2786,1854,1673,1378,1622,3577,3598,2998,2426,2172,1898,1667,2112,3143,2556,3432,2541,1566,2745,1773,1738,1190,2184,2572,4670,2156,1789,6267,2255,1973,1652,1753,2613,1778,1568,2182,2417,2763,1890,1788,2621,2348,907,1373,1767,1023,1517,2561,3367,3299,1679,3189,2561,2280,5937,6725,4519,2512,1991
C-1,1701,2156,2391,1811,3352,3197,2467,1356,1640,2215,2618,2712,3291,3291,3249,1890,1907,1799,1990,2477,3123,4380,2217,2179,5143,2340,2876,1651,1601,2156,2437,2189,6909,1289,1569,1678,2908,2299,2014,1556,1260,1600,2323,2890,2779,2684,1950,1588,1907,1778,2679,1729,2668,2622,1432,2851,1690,1834,1231,1992,2702,4288,1935,1662,5901,1872,1568,1478,1690,1342,1872,1883,2009,1690,2447,1669,1835,2245,1689,818,1241,1891,990,1468,2519,2991,3458,2146,2573,2669,2377,5791,6620,4218,2390,1560
C+2,4217,3267,3617,2371,3517,4527,3425,3527,3271,3628,3362,4251,3526,4251,3361,3133,4251,3719,2516,2819,3219,4617,3256,2617,5819,3218,3471,2219,2415,3145,2718,2718,6782,2516,2782,2471,3679,3261,2367,2716,2819,2617,4521,3718,3371,3819,3224,2773,2279,2653,5295,2619,3718,2882,2371,2617,2401,2182,1627,2581,3011,4981,2267,2351,6670,2617,3901,2391,3882,3189,2194,2348,2839,2683,3190,2192,2138,3516,3981,1738,1782,2368,2677,2595,2981,3526,3729,2693,3662,3819,3526,6528,6618,4819,3618,2771
C-2,3268,2891,2718,2009,3224,4216,2637,2516,2617,3182,2910,3618,3361,3627,2912,2415,2356,2109,2617,2516,2971,4154,2936,2516,5381,2771,2819,2190,2102,2819,2361,2231,6528,1996,1892,2188,3183,2718,2006,2561,2378,2416,3718,3281,2964,3481,2569,2087,2104,2174,4894,2130,2819,2507,1890,2545,1892,1920,1184,2166,2819,4673,2071,2099,6193,2293,3457,2018,2480,2371,2008,1892,2617,2556,3018,1893,1973,2718,2783,1602,1561,2099,2346,1719,2739,2871,3383,2045,3016,2997,3178,5891,6280,4522,3007,2563
C+3,3561,3971,3527,3711,3671,4516,4761,2719,3791,3227,3561,5717,3521,4761,2757,3781,3767,3617,3781,3511,3761,4461,5161,6717,6717,3271,3415,2671,3611,3189,3781,3451,6152,3371,3818,3288,3818,3912,3416,3873,2371,3517,3718,4152,5161,5156,4516,3711,3617,3871,3651,3279,2891,3818,3781,3971,3461,5167,4591,3454,3556,6172,3771,3781,7179,3891,3783,4562,3423,3673,3992,4582,3681,2788,3173,3761,3699,4136,4517,2617,3517,5166,4151,3516,3171,3611,4671,5616,4153,3671,3228,7181,7819,7671,3811,3771
C-3,3781,3219,3190,3298,3517,4198,4415,2389,3181,2819,2910,3683,3464,4251,2819,3478,3512,3389,2373,3217,3182,4161,4515,5154,5616,3191,2981,2683,2618,2891,3653,3261,5172,2188,3281,2919,2881,2616,2771,2718,2018,3162,3551,3176,4517,4687,3627,3562,3561,2781,2791,3151,2172,3781,2816,3012,3917,4516,3718,38761,2781,5617,3277,3719,6291,3218,3278,4172,2781,3719,2891,4189,2717,2553,2910,3662,2971,3674,3914,1903,3110,5621,3954,3319,2781,3291,4517,5209,2901,3811,2993,6178,7310,6718,3517,2673
D+1,5218,7215,6890,7521,5770,6901,7129,7215,6520,4680,6244,7213,9042,6721,6826,5527,4780,7259,6278,5204,6109,5210,7749,5529,8863,6639,6224,6260,6294,7152,11274,7320,6120,3213,5204,6204,9927,5936,6799,6801,5898,5503,12129,7219,5391,5517,6024,6114,7178,7902,7982,7403,7103,11892,6302,6281,6320,7842,7452,6305,8245,8293,7213,6828,9884,7215,7249,6937,8326,8328,8836,7741,8535,9638,8859,9526,7325,7026,5299,6229,6293,7325,7399,6036,9285,5832,7205,6329,9273,8294,7219,7721,7350,6906,7105,6217
D-1,5128,6714,5815,6388,5331,6699,6901,6991,5361,6443,5828,5991,8827,6442,5427,5117,4681,6911,5732,5228,5224,6129,5882,6601,7269,7017,5659,5533,5093,6646,12941,6623,6271,4429,5100,7307,10254,5521,6118,5589,6122,6219,11592,6526,6214,5822,5593,5622,6227,6703,6401,6192,6601,11320,5391,6720,5504,7720,7329,7291,7104,8322,6529,6202,9360,7449,6826,8081,7529,7257,7462,6492,6492,8316,7368,8291,6292,5123,4692,5292,4281,4771,5393,5293,8802,4828,7391,7119,9075,6429,6424,8263,8191,5338,7033,4392
D+2,5621,7356,6723,7523,5616,5322,5657,6435,6790,6454,5255,7234,8903,6765,6236,5230,4560,6378,6348,5652,6635,6426,7429,5238,7789,6624,6445,4643,6791,8753,10811,6766,6361,4517,5378,5346,8904,5673,6457,6346,5678,6446,11871,6712,6418,5717,6181,6616,7372,6881,6717,7188,6267,10781,6711,6381,6349,6178,6816,6717,8245,7919,7357,6181,8191,6517,7161,7514,8186,7644,7332,7542,7851,7889,7819,6713,7818,6671,5513,6733,5634,7819,6745,6429,7810,7836,6718,7889,6773,8561,6713,7819,7435,6416,6512,5616
D-2,5616,6991,6301,6623,5219,5273,5213,6128,5324,5679,5086,5442,7895,6334,5569,5782,4524,6223,6734,5003,5668,6223,5638,5112,7342,6236,5679,4224,5662,6711,10034,6351,6217,4267,5621,5226,7894,5228,6227,5680,5237,5992,10178,6291,5617,5615,5177,5672,6722,6711,6282,6711,6577,10997,5177,6171,5981,5188,6332,6374,7261,7736,6189,5178,7516,6241,6718,7411,7351,7341,6721,6874,6718,6671,6751,6314,6651,5612,5644,6514,4578,4516,5633,5571,6719,5614,5665,6431,6461,6717,6515,6672,6754,6527,5819,4461
D+3,5628,5782,6459,6892,6392,6289,7382,7171,6919,6119,6281,6179,9279,6891,6182,5278,5428,7363,6119,5384,6297,6582,5626,6187,8389,6181,6382,6442,6349,6829,10182,6289,6328,4829,5289,6820,9910,6187,6732,6283,5386,6721,12101,6178,5722,5617,6186,6284,6276,7182,7827,7573,7298,10289,6812,6172,6297,7298,7793,6792,7973,7719,6981,6728,8198,7362,7191,7187,7397,6817,8012,7257,7241,7622,6728,7172,7282,7019,5282,6179,6181,6822,6718,5615,9182,5768,7179,6794,8918,7671,7812,6515,7812,6722,6918,6828
D-3,5029,5549,6280,6344,5539,6002,6671,6188,5175,5188,5385,5172,8263,6748,5571,4891,4416,6381,5823,5019,5582,6123,5328,5192,7392,5892,5718,5928,5530,6320,9021,6003,6109,4292,5108,6397,9283,6019,6292,5729,5128,6018,11892,5298,5528,5272,5388,5737,6019,6343,6726,6389,7192,9819,5711,5918,5187,6487,7212,6291,7279,7456,6632,6384,7617,7279,6632,6826,7274,6736,7732,6389,6836,6762,6621,6817,6738,6329,4192,5651,5108,5162,5732,5373,8718,4852,6187,5372,8773,6518,6581,6412,6811,5715,6346,4516
E+1,6230,7469,7001,7509,5977,7037,7364,7410,6990,4592,6759,7160,10452,7134,6554,4588,4270,7164,4957,3063,6039,5920,6361,5912,8408,6910,6273,6710,6848,7152,6849,7043,6514,4127,5566,5362,6204,6458,6266,6802,6525,5908,10966,7592,6737,5432,6165,6338,7783,7904,7578,7777,6994,7053,6760,6830,5469,26868,7138,5827,8141,7415,7165,7249,6203,7010,7172,6942,6795,8451,8952,7734,8374,11820,9359,9895,7918,7222,8327,7570,6712,6603,6130,6725,38568,51359,47483,5852,8804,8116,8135,8180,7630,7666,7277,7104
E-1,6014,6584,6747,6573,6749,7504,6525,6199,6178,6831,5718,6623,10759,6550,5531,5313,5707,7026,5982,6036,6506,6888,5449,6126,7982,7037,5097,5254,6639,6646,6046,5930,5652,5417,5679,7927,6271,5993,6104,5836,6893,5898,12153,7215,6675,6463,5910,5290,5935,6411,6338,6584,6153,6663,4977,6953,8789,6097,7949,7010,7391,8403,6646,6319,5597,7206,7287,7594,7734,6810,7329,7319,6341,9274,8301,8261,5326,4936,5334,5014,5369,5852,9371,5501,8802,6971,7344,9363,8300,8008,7147,8454,8537,5731,8401,5812
E+2,6348,6798,7323,7638,5829,7289,6981,7320,6579,5346,6352,7191,10450,7239,6239,5793,5902,6822,5982,6902,6729,5843,5289,6202,8289,7283,6903,6435,6309,6389,6102,4787,6503,5283,5877,5294,5895,6328,6624,6347,6739,6029,10839,7463,6287,5873,6929,6192,6893,6722,6233,7279,6728,6901,6272,6275,6737,25718,7279,5628,8299,7378,7273,6745,6549,7134,7092,6882,6843,7622,7789,7263,7624,10892,7458,8947,7829,7394,6346,7536,6374,6728,6384,6449,37918,50829,46297,5979,7827,7739,8367,7356,7462,7453,7239,6848
E-2,5902,6287,6834,5892,5231,7023,5449,6628,6329,5228,5899,6114,10023,6839,5782,5209,5203,6290,5293,6237,6271,5289,5010,6190,7832,6277,5200,5698,5290,6211,5029,4238,5829,5110,5339,4906,5573,5839,6093,5732,6338,5723,9782,7289,6192,5823,5891,5892,6129,6289,6192,6828,6378,6718,5711,5672,5637,5937,6728,5273,7688,6452,6721,6452,6394,6846,6883,6534,6620,6731,7525,7027,6676,9467,7239,8083,6458,5288,5637,5626,5367,5732,5667,5671,8634,6728,7023,5637,6738,7638,7346,7291,7212,5739,7012,5992
E+3,6729,7367,7090,6884,5728,7028,7282,7383,6278,5627,6627,7882,11292,6277,6372,5624,4357,6357,4282,5266,6181,6239,6722,6288,8382,7289,6459,6379,6472,6371,6653,6537,5372,4536,5172,5237,5829,6373,6459,5399,6346,5902,10673,7467,6373,5277,6382,6162,6382,6773,7256,7129,6289,7267,6293,5578,7388,23788,6178,5267,7289,7265,7273,7050,6830,6738,7233,6382,8992,5686,7365,7229,7263,10885,8288,9272,7299,7108,7829,7297,6610,6389,6912,6267,40282,49817,48171,6378,7819,8238,7829,8191,7273,6593,7128,6273
E-3,6388,6738,6738,6469,5329,6737,6679,6373,5829,5272,5367,6278,10267,6120,5267,5233,4128,6017,4352,5129,5917,5182,5177,5721,7829,6384,5467,5367,6238,5679,6134,5639,5018,4363,4928,4278,5367,5837,5467,5294,6235,5673,9994,6829,6029,5029,5267,5737,5289,6288,6782,6728,6235,6288,5892,5237,5367,5627,5718,5190,7018,6738,6349,7802,5619,6347,6880,6252,6782,5622,6829,6727,6268,9374,7292,8145,6279,5367,6727,6291,5283,5562,6293,6199,8991,6589,7468,4588,6392,7917,7293,7192,6782,4728,6272,5623
F+1,11279,4185,10565,4883,4405,7963,4379,4799,4779,5516,4239,4364,9920,3655,10519,4348,4083,7634,5016,4330,4301,5171,4002,4448,4003,4313,6716,4239,4632,4909,4789,10100,5364,12649,8377,4645,4939,3951,11529,4146,4431,4066,6947,4900,4956,4172,10779,11127,6265,8516,46146,7083,4466,4264,5785,4563,4459,4821,4813,4952,6201,6585,8468,5168,4161,3509,5265,4664,4153,6244,3458,4516,4798,6655,6338,4939,4718,4735,4386,4238,4129,4569,3626,2795,9170,9215,7120,4502,5327,5290,4139,4508,4422,4567,6083,2727
F-1,10934,3431,11586,4093,4044,8284,4196,4463,4055,5179,3765,4073,9726,3582,12725,4101,4088,8798,5218,4917,4351,5382,4179,4528,4410,4531,8149,4726,5638,5049,5131,10162,5863,11231,8377,4713,5499,7071,10927,4431,4875,3169,6490,5514,2740,4289,11144,9528,7129,7916,15418,5054,4323,3498,5379,4567,4369,3548,3609,2677,5441,6221,7931,5625,4461,3602,5216,4809,4303,3826,3617,2971,4638,6308,5917,4667,4427,4561,4382,4643,4254,4646,3907,2740,6734,11044,8132,4725,5830,4989,4151,4728,4449,4605,2638,2621
F+2,9408,5128,10027,4225,5234,7673,2648,4772,4146,5408,3942,4115,8972,3408,9868,3708,4342,4505,3420,3608,3479,3843,4558,4103,3663,3448,3012,5408,3391,3444,3365,3432,3520,3279,2955,3459,5408,5408,5408,3914,4781,5480,4810,5770,3414,2880,13620,13138,5288,5389,42136,4938,4808,6667,4567,4741,3928,4664,4324,4369,4351,4697,6632,3671,4224,4259,4022,7892,4410,4821,5233,4280,4812,4954,5408,4807,4162,3916,3648,3999,4123,4277,4295,4100,8862,7408,5237,4067,5738,3292,3006,3877,3538,4440,4694,4355
F-2,9113,5722,6550,4062,4745,5183,2627,4298,4037,4113,3963,4526,8635,3113,8239,3012,4208,3980,3519,3396,3257,3570,4093,3907,3637,3113,2718,6113,3565,3464,3665,3650,3566,3591,2665,3583,6113,6113,6113,4302,5268,5525,4636,5595,2633,3254,13540,13284,4394,5137,11266,4041,4617,7135,4507,4134,3698,4390,4204,4228,3343,4233,6089,3661,3710,3995,3882,5019,4928,4198,4405,4299,4248,4970,6113,5194,4210,3341,3384,4200,4276,4527,3969,3982,8685,6713,5062,4417,5028,3194,3125,3049,3015,3553,3697,3513
F+3,9892,3134,10172,2917,3150,7927,2959,3311,2853,2960,3063,2829,9672,3072,9917,3032,2806,2885,2789,3199,2856,2840,2580,3018,4682,2699,2740,2882,2442,2824,3133,9920,2904,2623,2748,2599,2895,2656,10289,2746,3082,2996,4927,5274,3198,3182,9837,10673,3639,2898,47638,4057,3578,3700,3503,4233,3661,3624,3383,3968,4225,3198,8363,5382,4930,3936,3453,5146,5131,4198,6322,6016,4672,3770,7739,3232,3186,5562,3423,3848,3029,3392,4179,4424,9289,8837,6738,3497,3230,2809,2748,5632,3581,6927,6183,3235
F-3,9622,2690,9918,2824,3135,7526,3226,3495,3182,2988,3390,2818,9265,3066,9729,3058,3139,2987,2979,3357,3138,3573,2892,2978,4435,2624,2524,2827,2540,2443,2663,8922,3005,2272,2466,2357,2990,2708,9945,2619,2807,2708,4931,5457,2707,2521,8378,9829,3872,2771,16263,4005,3937,4181,4163,4153,3783,4171,3813,4038,4320,3161,8024,4672,4739,3566,3545,4716,4552,4175,5728,4142,4628,2766,4134,2568,2739,5029,2805,3230,2734,2984,3720,3802,8910,8346,5983,2404,2398,2215,2023,5448,2904,6827,4007,2155
G+1,25188,2786,25082,6643,6574,6174,5937,5622,6085,5875,5709,5667,36467,4933,4796,4962,5401,5231,5326,4652,4916,5515,5192,4752,10995,6591,6048,6066,6680,7148,5918,5594,5780,6266,5657,5305,4389,5172,5934,4897,5209,4652,17729,4835,5253,4840,4863,4625,6504,4678,18795,5428,5085,5455,5078,5045,6752,26671,5726,4916,5279,5339,6698,5518,5993,5062,5273,7686,6300,8191,7092,5651,5696,6069,12771,6856,7823,6587,6923,7269,6701,6491,5782,11620,6320,6562,10918,6622,7362,6543,6636,7075,7279,6688,6119,7023
G-1,8417,6526,6324,6699,6926,6454,6536,6519,5672,6234,6451,6394,9033,4066,5349,5941,5458,5621,2714,2603,4409,4835,4559,4129,6399,5806,6274,6092,6333,6980,5796,5444,5984,5599,5582,5419,5430,4751,5714,5471,5020,4972,5637,8261,5419,5272,5461,5966,7416,6432,6190,6039,5770,6080,5267,5175,6329,6459,5821,6152,5584,5948,7077,6073,5979,5857,5592,8510,6391,8239,7331,6611,5698,5620,11852,6479,7215,5968,6592,6496,6775,5757,6193,12315,6760,7282,9825,7062,7998,6651,7685,7634,7295,8687,6793,7976
G+2,26189,6272,24892,6372,6373,6837,6382,8372,6383,6339,5627,6128,39891,5657,4772,6574,6382,6991,5271,3718,5275,5389,5512,4628,9029,6527,6289,6378,7832,7443,5268,5739,5389,6369,5737,5370,4829,5367,6293,4353,5732,4902,18278,4762,5637,5375,5635,5262,8372,6272,17397,5737,6732,6372,5281,5386,6737,26172,5270,5732,7375,5637,6328,6233,5828,5322,5621,7171,6382,8415,7536,5626,6272,8372,12839,6255,6286,6253,5258,7342,6726,6362,6264,11728,6281,6256,9972,6373,7762,6387,6273,7889,6725,6365,6435,7356
G-2,8562,5922,6299,6092,6010,6378,6109,6287,5627,6120,5338,6001,9873,4564,4526,5627,5293,5792,2672,2390,4271,4782,4781,4224,5338,5728,6019,5289,6783,6991,5176,5389,5152,5363,5625,5159,4662,4672,5672,4092,5368,4728,5787,4292,5299,5010,5273,4827,6637,6091,5826,5283,5991,6178,5129,5028,6389,6672,5192,5334,6577,5237,6192,5923,5089,5129,5167,6728,6120,8152,7270,5273,5622,5637,11289,6009,5727,5621,5220,6336,6643,5828,5928,10282,5278,6128,8927,6297,7126,5282,6112,7552,6245,6145,6252,7238
G+3,27283,6483,25782,6478,5977,6737,6625,7938,5989,6635,5029,5673,41289,5699,4569,6360,6456,6723,5367,4562,5462,5747,6182,5334,8920,6289,6635,5936,7172,7356,5278,5537,5876,6743,5833,5672,5632,5340,6145,4536,5632,5738,17362,5182,5516,5437,6733,5464,7837,6356,17378,5823,6874,5927,5847,5733,6342,25383,5744,5642,7138,5748,6732,5821,6273,5629,5927,7356,6456,7829,7237,5392,6263,7873,12892,6354,6453,6726,5534,7236,6737,6342,6422,12783,6378,6453,9236,6342,7366,6452,6453,7536,6562,6827,6738,7825
G-3,8478,6032,6341,6128,5873,6235,6131,6009,5462,6182,4782,5238,9983,4364,4287,5264,5472,5781,2761,3829,4356,5138,5627,4657,4678,5623,6197,4627,6632,6533,4782,5263,5354,6451,5436,5254,4973,4637,5434,4162,5178,5182,5569,4536,5039,5160,5476,5129,6365,5982,5822,5728,6023,5644,5534,5237,5928,6436,5267,5178,6245,5289,6353,5356,5367,5073,5363,6816,5924,7465,6989,5007,5267,5379,10929,6152,5872,5879,5127,6452,6340,5782,5729,11323,5562,5902,8873,6072,7035,5347,6231,7342,6124,6242,6136,7252
H+1,4571,2523,2355,2963,2948,3031,2970,2803,2972,3272,2764,5265,18859,3086,2986,2853,2944,2963,2793,2875,2819,1231,7838,3396,6176,3576,2668,2776,2643,2798,2735,2721,2911,2666,5665,2174,3403,2933,3248,2767,2749,2816,11822,7313,3819,4991,5200,4115,4612,2258,24829,2778,2116,2931,2198,2295,207,9397,2167,2848,4647,2113,2164,7267,2254,4882,2546,3672,4340,2860,8520,4808,7420,2441,6642,3816,1962,3631,2637,2985,1989,2814,2991,5010,2234,2105,7988,7570,2223,1475,1540,3742,2757,4841,6310,3114
H-1,3902,2596,2638,2451,2669,2809,2454,2572,2688,2743,2920,4854,3219,2753,2395,2426,2581,2560,2111,2392,2620,2887,7285,3357,5176,2442,2329,2497,2430,2689,2416,2432,2751,1847,5130,1756,3087,2572,2842,2638,2806,2775,3404,3028,2833,4244,4765,4180,4341,1999,3362,2163,1954,2767,1935,1970,1989,2115,2191,2394,4566,1981,1810,6567,2495,1847,2302,2925,4154,2112,7536,4282,6053,2436,6170,2958,1889,3646,2326,2204,1687,2101,2747,2725,2262,2344,4974,3164,1912,1550,1847,2714,2133,4572,6609,3111
H+2,4328,3564,3290,3192,3394,4683,3489,3298,3447,3384,2849,5211,21982,3283,2674,3476,3358,3521,3292,3864,3822,4673,6733,4389,7343,3226,3982,2922,3040,3597,5199,3309,3706,4315,6408,4219,3816,4815,3617,4075,3473,2696,14875,3028,4183,4842,3223,3566,6232,3059,6354,3975,2971,4394,3065,2871,3167,7583,4834,3341,6440,3058,3070,6644,2892,5466,3565,6034,5752,4392,7342,5748,6237,5955,5893,4520,3335,6862,4618,3735,2789,3443,6821,6801,3753,4671,9279,6889,4029,2984,2881,4155,3404,4231,4408,6239
H-2,3872,3189,2783,2764,2332,3673,3238,3124,3102,2843,2652,4726,3642,3190,2389,3185,2781,2991,3012,3212,3547,4289,6532,3910,6623,3628,3644,2346,2810,3412,4842,3210,3837,3488,5782,3948,2969,4735,3575,2941,3003,2330,3928,2658,3998,3925,2767,2621,6098,2523,5937,3882,3624,5074,3597,3452,3792,1716,4219,4278,5591,3899,3829,5963,2684,1552,3251,5060,5077,4298,6586,5175,5239,5249,5472,4099,2290,5382,3241,3202,1956,2834,4987,3737,4203,4819,5803,3716,3449,2772,2588,3674,2334,4155,4155,5729
H+3,3870,5239,4616,3870,3406,4658,4274,5400,2113,2881,6321,4821,19101,4508,3555,3922,3740,3958,3789,3863,4227,4945,5624,4943,5035,4302,3222,4227,5265,3268,5362,4436,4601,3893,2864,4098,3374,3490,4419,5401,3160,3469,14379,5450,4519,4224,4327,3317,3384,1162,4327,4098,3101,3631,4141,4840,3168,8751,3789,4214,3369,4142,4751,7211,3788,5428,3954,3372,4126,3250,7211,5505,7211,4475,5567,4280,4229,4563,3501,3398,4660,5281,3503,5095,1388,1753,7865,7016,3500,4122,4071,3567,3266,5665,4381,3301
H-3,3051,4248,3956,3509,3033,4393,4157,4699,1782,2750,5368,4218,3101,4324,3237,3893,3518,3663,3070,3598,3768,3595,4681,4118,4267,3375,3417,3233,4529,2314,4664,4380,3727,3458,2464,3455,2781,2712,3670,4279,2295,2893,3278,5086,3386,3415,3693,2536,3650,1491,3146,3367,2333,2829,3327,4330,2345,1345,2516,3537,3116,3420,4401,6084,2447,1299,3193,2546,3233,2545,6084,4950,6084,3939,4620,3490,3548,3178,2874,2905,4438,4756,2820,2026,2262,2344,3974,3464,2912,3550,3847,2714,2133,4572,3609,3111
